web-scraper-order,web-scraper-start-url,threads,threads-href,username,text
"1595188620-6237","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","ufollall","Ready4Dis said:
			
		
	
	
		
		
			The CX650M is a semi modular PSU.  650W should be plenty for your 5700xt.  What do you mean when you say extended cables?  It should have come with 2 sets of PCI-E cables to plug in.  You can use both to connect your GPU, but it shouldn't make much difference as the PSU is only a single rail anyways, so feeding with 1 or 2 cables it's still all from a common 12v rail.  I am wondering what you mean by extended cables though, if you use and extension it could be having issues with getting enough power to the GPU through them.  Why couldn't you plug them in directly?  They should be plenty long in most any case.  Are you sure you used the PCI-E connectors and plugged into the correct spot on the PSU?  There is nothing wrong with that PSU for your use, so something else is causing the issues (how it's connected, make sure it's fully seating in PCI-E slot and locked, etc).
		
		Click to expand...
	
Attached a file .. its a old 350w and got extension cables"
"1595188618-6218","https://hardforum.com/forums/video-cards.3/","Graphics Card Necromancy - EVGA 980 Ti Classified","https://hardforum.com/threads/graphics-card-necromancy-evga-980-ti-classified.1996758/","RazorWind","Alright, sorry for the radio silence, folks. 



The next step was to plug the card into the test bench and power it up.  We get no picture on the screen, but we also get no sparks or fire, so at least there's that.



We've got 12V on both connectors...





<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/348770_12v1.jpg""
		class=""bbImage ""
		style=""""
		alt=""12v1.jpg""
		title=""12v1.jpg"" />





<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/348771_12v2.jpg""
		class=""bbImage ""
		style=""""
		alt=""12v2.jpg""
		title=""12v2.jpg"" />





I availed myself of the super handy Probe-It connector for most of the rail measurements.  I also confirmed these readings at the real components closer to the logic.



We've got a sane, if not exactly high, VCore.  This is ~930mV or .93V.  Spec is something like .7 to 1.2, so the card should be able to run on this.





<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/348774_vcore.jpg""
		class=""bbImage ""
		style=""""
		alt=""vcore.jpg""
		title=""vcore.jpg"" />





Vmem is present, but a bit below spec.  We've got 1.409V here; spec is 1.5.  This may be the reason our card doesn't run.  On most GPU designs, there's an enable signal that the VRMs are supposed to provide to the GPU to indicate that they're ready, which they won't provide if the voltage is low.





<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/348775_vmem.jpg""
		class=""bbImage ""
		style=""""
		alt=""vmem.jpg""
		title=""vmem.jpg"" />





VPll looks OK.  This is 1.05 volts





<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/348776_vpll.jpg""
		class=""bbImage ""
		style=""""
		alt=""vpll.jpg""
		title=""vpll.jpg"" />





Edit:  3.3V.  Looks spot-on to me.





<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/348773_33v.jpg""
		class=""bbImage ""
		style=""""
		alt=""33v.jpg""
		title=""33v.jpg"" />





And our 12V reading on the Probe-It connector.  I later figured out that this is supplied by the PCI-E connector, not the 8 pins.





<img src=""https://hardforum.com/data/attachment-files/2020/05/thumb/348772_12v3.jpg""
		class=""bbImage ""
		style=""""
		alt=""12v3.jpg""
		title=""12v3.jpg"" />





Next step is to remove the heatsink and have a look at the front of the card..."
"1595188601-6111","https://hardforum.com/forums/video-cards.3/","no display from new card","https://hardforum.com/threads/no-display-from-new-card.1998054/","crazycrave","I have had issue's with the PCI Express connection on at least one video card before where it just is not fully seated in the slot but looks as it is seated or it grounded out some how ,,  I have a single 8 pin connection RX 5700 that's under 10"" long and I have ran it on a Corsair TX 650 without issues and it's an older design but strong single rail in 12v  in amps.



Also buying a working system without that very video card means a full cmos reset for a new video card as the ID will never match the saved data pool of parts it was built with  ."
"1595188627-6320","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","princeboy47","I think it is 40 degrees or so it feels. Pc is running on 94 degrees and it's humid. If turned off pc it gets better here within room"
"1595188654-6566","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","kirbyrj","I'm guessing that AMD will finally do away with the reference blower also.  I'd guess something like either the Radeon VII or the 5600XT depending on the power draw."
"1595188627-6319","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","RazorWind","Holy crap, 40 degrees C?



If it's really approaching 40 degrees Celsius in the room, that may be why.  It's been a while since I used a Hawaii card for actual games, but I seem to recall 90ish degrees being within reach for them even when it was only about 25 degrees in the room."
"1595188637-6452","https://hardforum.com/forums/video-cards.3/","Intel Larrabee - a prototype","https://hardforum.com/threads/intel-larrabee-a-prototype.1948986/","WhoBeDaPlaya","erek said:
			
		
	
	
		
		
			
		
		Click to expand...
	
Don't feel too bad. Red Falcon will post the nitty gritty in his retro computing thread :

https://hardforum.com/threads/red-falcons-retrocomputing-thread.1841374/"
"1595188585-5965","https://hardforum.com/forums/video-cards.3/","Same performance at different res. How can this be?","https://hardforum.com/threads/same-performance-at-different-res-how-can-this-be.1997650/","Lepardi","Ricky T said:
			
		
	
	
		
		
			GTX 1650 is a Turing card...
		
		Click to expand...
	
Yeah apparently. GTX 16xx gets it but not a 1080 Ti lol."
"1595188633-6413","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","/dev/null","Hey Op, interested in playing with an RX 570?  I have no idea why it won't post.  I turned off the machine, pulled power cord out,  pulled the video card out, moved to new machine & no post.  Then moved back to original machine, no post....."
"1595188620-6259","https://hardforum.com/forums/video-cards.3/","XFX rx 5700 8g gives problem it reboot after opening games","https://hardforum.com/threads/xfx-rx-5700-8g-gives-problem-it-reboot-after-opening-games.1998293/","ufollall","pendragon1 said:
			
		
	
	
		
		
			some games dont like fps counters and overlays. if you have afterburner/rivatuner running or even the asus suite, shut them down and try again.
		
		Click to expand...
	
none of them are open here is the screenshot"
"1595188591-6037","https://hardforum.com/forums/video-cards.3/","GTX 780 Reference - Upgrading VBIOS with other manufacturer's VBIOS?","https://hardforum.com/threads/gtx-780-reference-upgrading-vbios-with-other-manufacturers-vbios.1997835/","mda","RazorWind said:
			
		
	
	
		
		
			Ideally, you'd compare a photo of the donor board's PCB (with the heatsink off) to your board.



Failing that, just back up the original BIOS and go for it.
		
		Click to expand...
	
Thanks! Will try!"
"1595188654-6588","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","antonlissone","I’m going to just buy reference. Slap on a Heatkiller and add to the custom loop. My oc’d 2080ti doesn’t get hotter than 39c under max stress/)"
"1595188593-6044","https://hardforum.com/forums/video-cards.3/","GPU for VR (Index)","https://hardforum.com/threads/gpu-for-vr-index.1997778/","MaZa","I can understand the principle. The GPU prices have been disgusting this generation. But if you want to hit the 144hz or even the 120hz you need some serious GPU horsepower if you still want to keep the graphics details up high. 5700XT is relatively affordable (no Nvidia tax) and quite strong (basically equivalent to your old 1080Ti) but I am not sure if it is enough to max out Index's refresh rate in more taxing games. And it is an unnecessary side step anyway if you sold your 1080Ti to save money for a next GPU purchase in the first place."
"1595188597-6087","https://hardforum.com/forums/video-cards.3/","Need a cheap, but ""modern"", GPU.","https://hardforum.com/threads/need-a-cheap-but-modern-gpu.1997972/","IdiotInCharge","crazycrave said:
			
		
	
	
		
		
			My daughter has been using an AMD 1600 AF paired with an RX 580 8Gb in HDMI 2.0 with the display being 43"" Samsung 7 series 4K as in TV and it's doing 60Hz desktop .. she does Sims as I know that because it was ramping the fans on the RX 580 up and I made a quite profile for her and that game .. not peep from her I over a month or more lol ..



If it was me , find a used RX 570 and call it a day .
		
		Click to expand...
	
AMD is a bit behind on their codec support at this time, that's why you see the Nvidia recommendations."
